,image_local_name,hashtags,deep_features,id,features
235,6dfd4da0-a52d-4528-b574-66ee3bec91ad.jpg,"['#travelgram', '#nature', '#travelphotography', '#travelingram', '#instatravel', '#sunsets', '#wanderlust', '#sunrise', '#travel', '#igphoto', '#igersphilippines', '#neverstopexploring', '#adventure', '#photography', '#naturephotography', '#philippines', '#beach', '#beautifuldestinations', '#photooftheday', '#instaphoto', '#wonderful', '#mobilephotography', '#love', '#explore', '#instadaily', '#sunset', '#happy', '#summer', '#instagood', '#instamood']",[1.9302855  0.         0.290069   ... 2.9961045  0.19279642 0.        ],235,"[0.166790172457695, 0.18607521057128906, -0.354801744222641, -0.4803570806980133, 0.41298753023147583, -0.14593827724456787, -0.0748998373746872, 0.0661790519952774, 0.9008281826972961, -0.14338868856430054]"
96,7b8f6ebe-26a0-4b1b-8064-f8064086707c.jpg,"['#beatsaber', '#du', '#FruitNinjaVR', '#fit', '#rozrywka', '#impreza', '#fitness', '#aaa', '#weekend', '#party', '#aktywnie', '#elvenassassin', '#poniedzia', '#vr', '#wirtualnarzeczywisto', '#brzeziny', '#zabawa', '#oculus', '#aleksandr', '#nasportowo', '#konstantyn', '#urodziny', '#zgierz']",[0.12829477 0.14518711 0.00505077 ... 0.         0.49086854 0.        ],96,"[0.10296723246574402, 0.08728691935539246, -0.0014555054949596524, -0.3998846411705017, 0.2279156893491745, 0.8006561994552612, -0.5695239901542664, -0.6169954538345337, 0.21615025401115417, 0.1104859858751297]"
776,a1e25bd4-9ed7-44db-ac74-63eb57a2018f.jpg,"['#espan', '#concepthometenerife', '#antesydespuesdeco', '#homedecor', '#decoracioninteriores', '#home', '#disen', '#tenerife', '#virtualrealityrealstate', '#hogar', '#agenteinmobiliario', '#realidadvirtualinmobiliaria', '#decoracion', '#realestate', '#homestaging', '#decoration', '#architecture', '#reformavirtual', '#decoracionvirtual', '#virtualhomestaging', '#interiordesign', '#inmobiliaria', '#deco', '#interiores', '#interior', '#homeoffice']",[0.21040569 1.3214777  0.02116222 ... 0.05546512 0.4717369  0.        ],776,"[0.19049608707427979, 0.21284279227256775, -0.08897881209850311, 0.3166905641555786, -0.9568009972572327, 0.04563328996300697, 0.1605267971754074, -0.18676622211933136, 0.49757120013237, -0.36481961607933044]"
846,c4b5d738-f14a-44a5-8ec3-a9b02e75d084.jpg,"['#dostluk', '#photography', '#foto', '#animals', '#kedi', '#ekim', '#dog', '#istanbul', '#k', '#cat', '#kad', '#love', '#shotoniphone', '#sevgi', '#friends']",[1.2304918  0.         0.         ... 0.5756962  0.36483017 0.02438982],846,"[0.2113252729177475, -0.33796221017837524, 0.15189917385578156, -0.2533647119998932, 0.03181397169828415, -0.45087945461273193, -0.2627205550670624, 0.17267920076847076, 0.8121570944786072, 0.20590835809707642]"
840,d9a616aa-7cb3-4f21-b9e5-4548ec39d7dd.jpg,"['#pet', '#instagram', '#of', '#ilovemydog', '#puppiesofinstagram', '#love', '#dogoftheday', '#doglife', '#puppies', '#rotticorso', '#dogphotography', '#dogstagram', '#puppy', '#dogsofinsta', '#cat', '#dogsofinstagram', '#doglove', '#doglover', '#dogs', '#instadog', '#doggo', '#puppylove', '#animals', '#petstagram', '#dog', '#cute', '#doglovers', '#petsofinstagram', '#pets', '#bhfyp']",[0.         0.         1.2747799  ... 0.         0.02453421 0.8658189 ],840,"[0.37802818417549133, -0.4207388162612915, 0.20151564478874207, -0.06538543105125427, -0.028524478897452354, -0.1957026571035385, -0.4498863220214844, 0.765476405620575, 0.23762138187885284, 0.1401452124118805]"
452,4482f0b7-2360-4834-902a-9f925ee07861.jpg,"['#entrepreneur', '#coffee', '#dogs', '#family', '#nature', '#cryptocurrency', '#investing', '#marketing', '#society', '#food', '#art', '#instareels', '#warrenbuffett', '#crypto', '#business', '#fitness', '#reels', '#goals', '#fitnessfreak', '#friends', '#inspirationalquotes', '#books', '#motivationalquotes', '#babies', '#motivation', '#dailymotivation', '#sports', '#life']",[0.11640806 0.         0.09894915 ... 0.05459021 0.2137747  0.32553738],452,"[0.6640439033508301, -0.2827403247356415, 0.5759389996528625, 0.03908256068825722, -0.2456064671278, 0.04796675220131874, -0.6452733278274536, 0.011395134031772614, 0.642744243144989, -0.09745429456233978]"
732,ed54191d-8ae1-401d-8ed5-f0f4f1d65ec1.jpg,"['#officearchitecture', '#casuaarchitects', '#architecture', '#skanska', '#corsocourt', '#prazskaarchitektura', '#architekti', '#praguearchitecture', '#casua', '#architektura']",[1.2967966  0.37544745 0.         ... 0.         0.         0.19687572],732,"[0.2148667722940445, 0.20544177293777466, 0.25609463453292847, -0.1919163167476654, 0.06280907988548279, 0.11827605217695236, 0.5232378840446472, 0.14229673147201538, 0.1644205003976822, -0.07413028925657272]"
650,9bf83c25-814c-481c-bf88-00531601a00a.jpg,"['#monthal', '#mukkali', '#instagram', '#mahe', '#parimadam', '#fastdelivery', '#kunhippally', '#odikko', '#kariyad', '#offers', '#olavilam', '#manjakkal', '#quotes', '#pallikkuni', '#fashion', '#launch', '#azhiyur', '#korothroad', '#trending', '#peringadi', '#food', '#onlineshopping']",[0.         0.09333212 0.         ... 2.5454082  0.27373427 0.15675472],650,"[0.11091329157352448, -0.05671178549528122, 0.13438618183135986, 0.41490399837493896, 0.8904876112937927, -0.430894672870636, -0.5013077259063721, -0.12164207547903061, 0.21541239321231842, 0.03978657349944115]"
544,60e340cf-e568-4835-b709-c7e54ce49d53.jpg,"['#cars', '#toys', '#ebay', '#ironman', '#decoration']",[0.24819161 0.         0.         ... 0.         1.6442194  0.00488506],544,"[0.14376720786094666, -0.20468999445438385, -0.056077741086483, 0.029317131265997887, -0.17423956096172333, -0.03275633230805397, 0.059480249881744385, -0.015793202444911003, 0.012148772366344929, -0.3123449981212616]"
266,04c13185-0787-4651-b967-d38d34e18b7c.jpg,"['#montreux', '#freddiemercury', '#night', '#autumn', '#travel', '#schweiz', '#lacmontreux']",[1.9018575  0.         0.09901234 ... 0.03400057 0.         0.09721058],266,"[0.15440335869789124, 0.08636339753866196, 0.17961838841438293, -0.3280204236507416, 0.2380257248878479, -0.24690775573253632, -0.10270609706640244, 0.08532485365867615, 0.18901954591274261, -0.2893860638141632]"
507,c17c07ff-b583-4b4d-85b9-6d507b05e662.jpg,"['#motorsport', '#cars', '#n', '#carstagram', '#greenhell', '#racing', '#motorsportphotography', '#bmw', '#carleaks', '#becauseracecar', '#carporn', '#nordschleife', '#m', '#M', '#bmwm', '#carsofinstagram', '#bmwmotorsport']",[0.37756434 1.3504742  0.30531174 ... 0.01086123 0.4822014  0.20011131],507,"[0.14639544486999512, -0.6030874252319336, -0.016246436163783073, 0.05826905369758606, 0.054729148745536804, -0.33244040608406067, -0.1434715837240219, -0.21481157839298248, -0.32033511996269226, -0.5579516291618347]"
48,4cec9e1d-bfa0-4eda-a9b0-e4b8ec8206d7.jpg,"['#actress', '#health', '#facebookdown', '#fitness', '#gehanavasisth', '#shoot', '#reels', '#photoshoot', '#enjoy', '#fashionblogger', '#tuesdaymotivation', '#red', '#bold', '#instadown', '#travel', '#gymlife', '#portraits', '#instagood', '#inspiration', '#sunshine', '#skin', '#instagram', '#tiktokindonesia']",[0.29998285 0.01888546 0.02432024 ... 0.         0.         0.        ],48,"[0.121111199259758, 0.06730428338050842, 0.31357499957084656, 0.3324589729309082, 0.5191376805305481, -0.07928565889596939, -0.4297933876514435, -0.38746216893196106, 0.698203444480896, -0.35728734731674194]"
191,aaf9bb79-a171-4150-9156-25bfa59b732b.jpg,"['#dental', '#like', '#galaxy', '#selfie', '#kpop', '#hairstyle', '#daily', '#iphone', '#instaphoto', '#youtube', '#ootd', '#follow', '#korean', '#physique', '#instagram']",[0.25549984 0.09935732 0.         ... 0.44945458 0.         0.        ],191,"[0.15633784234523773, 0.03863159939646721, 0.22324222326278687, 0.19840610027313232, 0.4161389470100403, 0.07181952148675919, -0.060262903571128845, 0.021220413967967033, 0.8070351481437683, 0.18876288831233978]"
5,4715f428-c50f-4e5b-a25e-4e9af61ebe90.jpg,"['#bhfyp', '#lifestyle', '#health', '#fit', '#fitfam', '#gymmotivation', '#fitness', '#fitnessmotivation', '#weightloss', '#healthy', '#follow', '#muscle', '#bodybuilding', '#diet', '#palestra', '#exercise', '#training', '#dieta', '#sport', '#gymlife', '#strong', '#instagood', '#workout', '#motivation', '#gym', '#nutrition', '#gymtime', '#love', '#body', '#bodybuilder']",[0.00168641 1.0278174  1.3529357  ... 1.3358189  0.         1.2447082 ],5,"[0.6023942828178406, -0.05414683744311333, -0.19904936850070953, 0.586442232131958, 0.34817877411842346, 0.023490797728300095, -0.3765811026096344, -0.16063062846660614, 0.34696754813194275, -0.038274526596069336]"
268,0c921bf0-0a76-40e0-995a-a3c9cac63449.jpg,"['#travelgram', '#nature', '#TravelBlogger', '#art', '#instatravel', '#wanderlust', '#beautiful', '#travel', '#PicOfTheDay', '#adventure', '#photography', '#trip', '#landscape', '#PhotoOfTheDay', '#TravelPhotography', '#explore', '#summer', '#instagood', '#photo', '#NaturePhotography']",[0.         0.         0.9102935  ... 0.         0.         0.23826073],268,"[0.1284024566411972, 0.04272971674799919, -0.19502712786197662, -0.47048890590667725, 0.17829936742782593, 0.05198748782277107, -0.21167008578777313, 0.06380737572908401, 0.683340311050415, -0.47056975960731506]"
258,961cc7ed-60e9-4db0-b140-5b6885d73447.jpg,"['#nature', '#photography', '#poland', '#citybreak', '#trip', '#travel']",[0.23995377 1.6891816  0.         ... 1.5254303  0.00670958 0.01921036],258,"[0.14749816060066223, -0.02367543801665306, -0.024720175191760063, -0.2886199653148651, 0.02577226422727108, -0.18285679817199707, -0.18950144946575165, 0.05255283787846565, 0.44039973616600037, -0.2829456925392151]"
279,fff92ebc-a978-4cf3-9a30-d6e942eaedb7.jpg,"['#v', '#cycle', '#kawasaki', '#travel', '#fitness', '#gopro', '#shimano', '#instamoto', '#bikers', '#downhill', '#suzuki', '#adventure', '#strava', '#motorcycles', '#life', '#cyclingphotos', '#cc', '#photooftheday', '#run', '#mtbbrasil', '#pedal', '#triathlon', '#bikelove', '#rider', '#cyclist', '#velo', '#bmx', '#bici', '#enduro', '#instagram']",[1.5821837  0.86172986 1.3756     ... 0.         0.38418067 0.10288729],279,"[0.5634915828704834, -0.7062675356864929, -0.41269758343696594, 0.3627883493900299, 0.7201086282730103, -0.20559658110141754, -0.3469254672527313, 0.12817510962486267, 0.06737704575061798, -0.3843965232372284]"
709,03ad4bcc-bf6e-4dc2-90d9-fdbcdbbe5b6b.jpg,"['#keepfilmalive', '#naturelovers', '#filmphotography', '#analogphotography', '#filmphoto', '#filmcommunity', '#architektura', '#analogue', '#analog', '#film', '#krajobraz', '#landscapephotography', '#architecture', '#warszawa', '#filmfeed', '#buyfilmnotmegapixels', '#filmisnotdead', '#landscape', '#analogcamera', '#naturephotography', '#view', '#filmcamera', '#analogpeople', '#nature', '#warsaw', '#analoguevibes']",[0.59160924 0.02333681 1.3053269  ... 0.16019686 0.         0.        ],709,"[0.08020469546318054, 0.4369335174560547, 0.4729578495025635, -0.8853000402450562, 0.2603735029697418, -0.29533666372299194, 0.5066394209861755, 0.1707194447517395, 0.305448055267334, -0.28512126207351685]"
959,f333fdab-e371-4905-9a71-bb5257697bec.jpg,"['#danskkunst', '#luxurycandles', '#bordd', '#carvedcandles', '#luxury', '#sculpture', '#weddingcandles', '#handmade', '#candlelovers', '#eventplanning', '#hygge', '#candlemaking', '#candles', '#designcandles', '#decoration', '#weddingplanner', '#candleshop', '#stearinlys', '#nordic', '#luxurydecor', '#borddekoration', '#wedding', '#giftshop', '#scandinaviandesign', '#events', '#bryllup', '#scandinavianstyle', '#boligindretning', '#gavebutik', '#kerzen']",[0.07630318 0.         0.         ... 0.08478628 0.77881074 1.1135149 ],959,"[-0.1869669258594513, -0.24772371351718903, -0.9171682596206665, 0.34546810388565063, -0.47100043296813965, 0.6556264162063599, -0.15745343267917633, 0.09092997014522552, 0.30468055605888367, -0.6217712163925171]"
729,bb1bee3f-9f43-4a69-89c2-a4e72fcbf1cc.jpg,"['#instagood', '#lovequotes', '#nikon', '#shotonpoco', '#urbanexploration', '#instablackandwhite', '#picoftheday', '#recent', '#fotocatchers', '#photography', '#backbenchers', '#illustrationarists', '#tuty', '#varkala', '#architecture', '#fonsikaja', '#rural', '#canonphotography', '#kerala', '#duke', '#keralagram', '#millionairemindset', '#inshot', '#ig', '#feedyoursoul', '#likesforlikesback', '#followforfollowback', '#friends', '#vadivelu', '#streetphotography']",[0.00546079 0.8962478  0.02021126 ... 0.08558458 0.20812663 0.06691372],729,"[-0.27420172095298767, 0.31079575419425964, 0.6238279938697815, -0.5405922532081604, -0.08090417832136154, -0.22973451018333435, -0.015502342954277992, -0.3198118209838867, 1.037090539932251, -0.2575305104255676]"
430,18f0a8b1-d61e-45d7-abb5-d6cc4e862b21.jpg,"['#instagood', '#babyboy', '#family', '#bebe', '#pregnancy', '#babygirl', '#babyshower', '#cutebaby', '#bhfyp', '#happy', '#mom', '#photography', '#follow', '#instababy', '#love', '#instagram', '#momlife', '#pregnant', '#baby', '#girl', '#handmade', '#babies', '#newborn', '#babylove', '#kids', '#beautiful', '#cute', '#photooftheday']",[1.3341463  0.04858267 0.19453476 ... 0.01719118 0.18552521 0.        ],430,"[-0.012903358787298203, -0.3276461362838745, -0.07342289388179779, 0.34069085121154785, -0.2955402433872223, -0.19693876802921295, -0.4295787811279297, 0.4197860360145569, 0.5725767612457275, -0.20788554847240448]"
754,78e52b18-32c7-459e-b6b9-33b35fc68e99.jpg,"['#dubai', '#architecture', '#expo', '#photooftheday', '#myphotography', '#mydubai']",[0.        1.5019008 0.        ... 0.        0.        0.       ],754,"[0.2297806590795517, -0.10843727737665176, -0.012243373319506645, -0.1337604820728302, 0.030329372733831406, 0.0030175084248185158, 0.15562765300273895, 0.19139239192008972, 0.42492052912712097, -0.2354552298784256]"
397,3188f5c6-c50d-4fb4-9a35-d0b8ce8eb40c.jpg,"['#komikvideolar', '#memesdaily', '#istanbul', '#comedy', '#newyork', '#bookstagrammer', '#ronaldo', '#nature', '#ke', '#anime', '#comics', '#carstagram', '#memesespa', '#memes', '#meme', '#animals', '#komedifilmi', '#car']",[0.03490516 0.         0.         ... 0.01522459 0.9048791  0.        ],397,"[0.07923442125320435, -0.7473313212394714, 0.12495666742324829, -0.20830248296260834, -0.15754838287830353, 0.18239371478557587, -0.24683818221092224, -0.28874143958091736, 0.5926865935325623, -0.35604605078697205]"
19,2975ec05-9417-4906-bdbd-8d24515466b6.jpg,"['#successmindset', '#dream', '#focus', '#bhfyp', '#inspire', '#motivational', '#achieve', '#mindset', '#learn', '#fitness', '#entrepreneurship', '#yourself', '#quotes', '#entrepreneur', '#succeed', '#successful', '#hustle', '#goals', '#motivationalquotes', '#motivate', '#inspiration', '#business', '#motivation', '#successquotes', '#believe', '#love', '#nevergiveup', '#success', '#life', '#leadership']",[0.         0.00222521 0.78778094 ... 0.         0.         0.40454072],19,"[0.6252796649932861, -0.4331432580947876, 0.3919413983821869, 0.4144778251647949, -0.2998327314853668, -0.06773731857538223, -0.6097184419631958, -0.3244949281215668, 0.5006244778633118, -0.021455323323607445]"
989,c074e51f-e816-4ade-86ba-613c73d77d1a.jpg,"['#jualberlianasli', '#cincinnikahberlian', '#cincinemasberlian', '#berlianeropaasli', '#tokoperhiasansurabaya', '#berlianputih', '#berlianasli', '#tokoberlian', '#berlianonline', '#cincinberlianmurah', '#jualberlian', '#berlianbagus', '#berlianmurah', '#fifthbloom', '#tokoperhiasanjakarta', '#berlianonlineshop', '#emasberlian', '#berliancantik', '#jualcincinberlian', '#perhiasanberlianmurah', '#diamondrings', '#cincinikah', '#wedding', '#cincincostum', '#berlianberkualitas', '#jewellery', '#cincinkawinberlian', '#diamond', '#cincinberlianwanita', '#berlianshopping']",[1.1040555  0.22617614 0.06674402 ... 0.22352482 0.29611498 2.4506295 ],989,"[0.23246528208255768, -0.5515844821929932, -0.47517913579940796, 0.630593478679657, 0.3884986937046051, 0.06533277034759521, 0.6149369478225708, 0.7814613580703735, -0.059870630502700806, -0.017332199960947037]"
92,e377b01d-700e-4751-8ade-68fa2745145f.jpg,"['#healthprovider', '#wellness', '#hospitalsinlagos', '#lifestyle', '#healthyliving', '#healthcare', '#fitness', '#hospitals', '#healthtalk', '#selfcare', '#mbbs', '#goals', '#bloodtonic', '#medicine', '#ettaatlanticmemorial', '#immunesupport', '#hospitalsinlekki', '#blood', '#motivation', '#repost']",[0.08058995 0.48454666 0.2918168  ... 0.         0.         0.22472708],92,"[0.6267474889755249, 0.04257006198167801, -0.21750542521476746, 0.40471169352531433, -0.02831907942891121, 0.05049601569771767, -0.3540690243244171, -0.3751412630081177, 0.4250931143760681, 0.3216289281845093]"
542,08a8d091-d81f-4541-8257-167350ab87a6.jpg,"['#cars', '#hondacivictyper', '#hondacars', '#hondafan', '#CivicTypeR', '#hondafamily', '#Honda', '#hondacivic', '#hondalove', '#hondaclub', '#hondanation', '#hondaindia', '#hondalife', '#automobile', '#newcar']",[0.         0.49761155 0.5638715  ... 0.         0.7848334  0.        ],542,"[0.20844821631908417, -0.5336238145828247, 0.05929744988679886, -0.25004616379737854, -0.2298574596643448, 0.1129188984632492, -0.07073869556188583, -0.24637092649936676, -0.22976219654083252, -0.5607361197471619]"
836,54d35216-54d2-4122-ab98-a9399bb18e7e.jpg,"['#bunnylife', '#treatsplease', '#foodpleasure', '#animals', '#bunnyoftheday', '#bunnyrabbits', '#snacktime', '#happyanimalday', '#bunnylover', '#bunniesworldwide', '#bunnylove', '#snacking', '#bunnyboy', '#bunnystagram', '#bunniesofinstagram', '#happyday', '#rabbitsofinstagram']",[0.15818097 0.03585106 0.03201592 ... 0.         0.00648523 0.21065332],836,"[-0.6125609278678894, -0.386590838432312, -0.18573065102100372, 0.07861897349357605, -0.23538336157798767, -0.16309893131256104, -0.7347664833068848, 0.14866173267364502, 0.1904485672712326, 0.09813019633293152]"
419,8cf574c7-a281-485a-acd0-b3361b15216d.jpg,"['#precious', '#happybabyboy', '#cutebaby', '#babyhugo', '#babyphotography', '#newbornbaby', '#sweetbaby', '#babylife', '#lovelybaby', '#babycute', '#love', '#happybaby', '#babyphotos', '#babyhugokwok', '#baby', '#happybabypose', '#faboulousbaby', '#adorable', '#kidsphotography', '#babies', '#newborn', '#newbornphotography', '#newbornbabyboy', '#sonyalpha', '#kids', '#babyboy']",[0.44572067 0.         0.03030201 ... 0.06080881 0.         0.23223013],419,"[-0.27720898389816284, -0.2655976712703705, -0.31756100058555603, 0.6558994650840759, -0.3030720353126526, -0.5553111433982849, -0.223948135972023, 0.6605697274208069, 0.26613089442253113, -0.18549801409244537]"
780,fb6aea0d-ecc0-4851-a27f-c902b88fd2f4.jpg,"['#beautiful', '#russia', '#history', '#architecture', '#weekend', '#traveling', '#view', '#travelblog', '#moscow', '#park', '#nature', '#september', '#travel']",[0.         0.         0.3691683  ... 0.05736872 0.         0.10993423],780,"[0.28960198163986206, 0.12244533747434616, -0.2764744460582733, -0.524294376373291, 0.18075013160705566, -0.019873827695846558, -0.019947651773691177, 0.10539611428976059, 0.6244032382965088, -0.24113935232162476]"
